tweet;link;date
Sounds like someone forgot to pay their Google Maps invoice;https://twitter.com/spangborn/status/1045756469428330497;2018-09-28 19:25:46
@RideUTA your train vehicle locator maps on the website are showing “development purposes only” and giving an error pic.twitter.com/hruqg3cnx4;https://twitter.com/msbutah/status/1045755503274385408;2018-09-28 19:21:55
Okay! Thank you for taking the time to provide this information. I will notify dispatch. Have a great day!;https://twitter.com/RideUTA/status/1045739135057760256;2018-09-28 18:16:53
Both. Looked like a computer issue due to the screen black with only the time on it. Saw it as I tapped off.;https://twitter.com/BattySJ/status/1045738691887427584;2018-09-28 18:15:07
Thank you for letting us know! Internal, external or both?;https://twitter.com/RideUTA/status/1045737904167899136;2018-09-28 18:11:59
@RideUTA There’s no #ADA announcements for bus 12003.;https://twitter.com/BattySJ/status/1045737130943627264;2018-09-28 18:08:55
We will gladly look into this and find out what's going on. What stop was this at, please?;https://twitter.com/RideUTA/status/1045722160021540864;2018-09-28 17:09:26
@RideUTA Bus220 Northboubd was late 24 minutes this morning. It was late 25 minutes last Friday so we left early this morning but the same result. I hope this is not going to be every Friday thing.;https://twitter.com/moomama29/status/1045721546365399042;2018-09-28 17:06:59
FR Update 10:58 am: Trains have resumed their regular schedules.;https://twitter.com/RideUTA/status/1045719425637339137;2018-09-28 16:58:34
FR Update 10:11 am: Expect 10 minute delays on the NB train from South Jordan to Salt Lake Central.;https://twitter.com/RideUTA/status/1045707791233683458;2018-09-28 16:12:20
FR Alert 10:05 am: Expect 10-15 minute delays on SB FrontRunner from Murray to Provo due to door-related mechanical issues.;https://twitter.com/RideUTA/status/1045706149314654209;2018-09-28 16:05:48
Headed to @ldsconf next weekend? We've got extra Blue Line service and longer Blue/Green trains to get you to the Conference Center. http://rideuta.com/news/2018/09/Ride-UTA-to-General-Conference … #ldsconf #generalconferencepic.twitter.com/npvQtjlIaE;https://twitter.com/RideUTA/status/1045693395711266816;2018-09-28 15:15:08
This will work just fine. Thank you! :);https://twitter.com/RideUTA/status/1045692294798745600;2018-09-28 15:10:45
Would you prefer I mention each car/table as I come across it, or is just knowing that they're all getting very loose in general good enough?;https://twitter.com/AaronToponce/status/1045691927012749313;2018-09-28 15:09:18
Thanks for following up, we will let Maintenance know!;https://twitter.com/RideUTA/status/1045690106567421953;2018-09-28 15:02:04
Oh, it's just something I've noticed from time-to-time, and have meant to mention, but kept putting it off. Outlets lose their grip over time. The outlet is working on the train I'm on now, although it is very loose. I'm on the seat right behind the conductor on 109A.;https://twitter.com/AaronToponce/status/1045689464406908929;2018-09-28 14:59:30
Some Red Line stations will be closed this weekend (9/29-9/30) due to rail bridge construction. A bus bridge will transport riders between Historic Gardner, Bingham Junction and Fashion Place West stations. Details and FAQ: http://rideuta.com/news/2018/09/Expect-Impacts-to-Red-Line-Service-Sept-29-and-30 …pic.twitter.com/FgCoF9t0CU;https://twitter.com/RideUTA/status/1045687100174217217;2018-09-28 14:50:07
You're welcome! Thanks for asking.;https://twitter.com/RideUTA/status/1045686000415133698;2018-09-28 14:45:45
Ok. Thank you.;https://twitter.com/LilMikii1997/status/1045684028513214465;2018-09-28 14:37:54
Terrific question! Yes, please tap off whenever exiting a bus or train, and then tap back on when you board another bus or train. You will still get the transfer credit, it just let's the system know when one trip is done and another begins.;https://twitter.com/RideUTA/status/1045683630251679745;2018-09-28 14:36:19
We'll get that reported for you. What car number are you on, please? It is a three digit number in black letters along the top of the car. Thanks!;https://twitter.com/RideUTA/status/1045683240772800513;2018-09-28 14:34:47
@RideUTA I noticed that the outlet prongs beneath the tables on FrontRunner are getting loose enough that sometimes, the power cable isn't making a connection, and as such, laptops/phones/etc. aren't charging their battery. FYI.;https://twitter.com/AaronToponce/status/1045682112257355776;2018-09-28 14:30:18
@RideUTA if I use a farepay card on a bus do I tap off for a transfer to another bus? First time using one so I have to be sure.;https://twitter.com/LilMikii1997/status/1045681133441052677;2018-09-28 14:26:24
Thanks for letting us know. Unfortunately, the operator isn't able to turn on the heat from inside the train, but we will get those lower temperatures reported. Thanks, again!;https://twitter.com/RideUTA/status/1045648721424388099;2018-09-28 12:17:37
@RideUTA can they turn heat on there some cars have no heat this morning on sb leaving ogden;https://twitter.com/sinistan/status/1045646721047453696;2018-09-28 12:09:40
The sign change is automatic, but this is great feedback, thanks so much!;https://twitter.com/RideUTA/status/1045634552776065024;2018-09-28 11:21:18
Thanks for the quick reply. FYI, a lot of people left the station because the sign reset to 30 minutes. If it would have reflected the shorter delay, they may not have left.;https://twitter.com/JoshuaOmer/status/1045633645791207424;2018-09-28 11:17:42
Not cancelled, just running a few minutes behind.;https://twitter.com/RideUTA/status/1045631968501780481;2018-09-28 11:11:02
@RideUTA Is the 5:06 Northbound train at American Fork station cancelled this morning?;https://twitter.com/JoshuaOmer/status/1045631654125920256;2018-09-28 11:09:47
......;https://twitter.com/methodshop/status/1045536919407349761;2018-09-28 04:53:21
TRAX Update 10:05 pm: Expect minor residual delays as trains return to normal schedule.;https://twitter.com/RideUTA/status/1045524853841891328;2018-09-28 04:05:24
"We want you to feel safe while riding. If there's ever a problem, please know that you can tweet us, text CRIMES (274-637) and start with ""UTA Tip"" and enter a description of the issue or call Transit Police at 801-287-3937.";https://twitter.com/RideUTA/status/1045522535629172736;2018-09-28 03:56:12
TRAX Update 9:51 pm: Expect 10-15 min delay between Arena-Airport on NB Green Line.;https://twitter.com/RideUTA/status/1045521454077480961;2018-09-28 03:51:54
TRAX Update 9:28 pm: Expect 10-20 min delay between Redwood Junction-West Valley Central on SB Green Line trains, and 10-15 min delay between West Valley Central-Airport on NB Green Line trains.;https://twitter.com/RideUTA/status/1045515568269414401;2018-09-28 03:28:30
TRAX Update 9:15 pm: Expect 10-20 min delay between Redwood Junction-West Valley Central on SB Green Line trains, and 10-15 min delay between Decker Lake-Ballpark on NB Green Line.;https://twitter.com/RideUTA/status/1045512397816025088;2018-09-28 03:15:54
TRAX Update 8:58 pm: Expect 10-15 min delay between Redwood Junction-West Valley Central on SB Green due to mechanical issues.;https://twitter.com/RideUTA/status/1045508128698236929;2018-09-28 02:58:57
Everyone on the train is okay. Thank you for your concern!;https://twitter.com/RideUTA/status/1045507937718992898;2018-09-28 02:58:11
The train activated the emergency brake due to a hit and run.;https://twitter.com/RideUTA/status/1045505728365178881;2018-09-28 02:49:24
FR Update 8:40 pm: Expect minor residual delays as trains return to normal schedule.;https://twitter.com/RideUTA/status/1045503494030053376;2018-09-28 02:40:32
FR Update 7:47 pm: Expect 20-35 min delay between Draper-Provo on SB FR trains. These delays are due to signal issues and re-designated train meets.;https://twitter.com/RideUTA/status/1045490256257200128;2018-09-28 01:47:56
FR Update 7:23 pm: Expect 10-15 min delay between Roy-Woods Cross and 25-35 min delay between North Temple-Provo on SB FR trains. Expect 10-15 min delay between Murray Central-Salt Lake Central on NB FR.;https://twitter.com/RideUTA/status/1045484041456295936;2018-09-28 01:23:14
Why? Signal issues again? Train meetup? Mechanical difficulties? Does Union Pacific need to use the rails again? What? This organization’s constant dedication to the inconvenience of its customers is its most consistent feature. Sad.;https://twitter.com/pry_mek/status/1045477403856789504;2018-09-28 00:56:51
FR Update 6:48 pm: Expect 10-20 min delays between Orem-Salt Lake Central on NB FR and 30 minute delays between Wood Cross and Salt Lake Central on SB FR.;https://twitter.com/RideUTA/status/1045475710696148992;2018-09-28 00:50:08
Will only be viable when transit options are available 24/7. Living in Utah County, plans have to revolve around last train when downtown.;https://twitter.com/jwbento/status/1045474210259189760;2018-09-28 00:44:10
"Excellent! ;)";https://twitter.com/RideUTA/status/1045471765194067968;2018-09-28 00:34:27
Just found one;https://twitter.com/morganlew32/status/1045469605886550016;2018-09-28 00:25:52
Have you moved around the car to see if you can find a hot spot?;https://twitter.com/RideUTA/status/1045468573869723650;2018-09-28 00:21:46
FR Update 6:18 pm: Expect 10-20 min delays between Layton-Salt Lake Central on SB FR.;https://twitter.com/RideUTA/status/1045467891234197504;2018-09-28 00:19:03
@RideUTA sorry to bug you guys again, but the WiFi on the NB train on its way to the Lehi station right now isn’t working (at least for me) in car 109. Can something be done?;https://twitter.com/morganlew32/status/1045466300204515328;2018-09-28 00:12:44
It’s not an either/or issue. We are supportive of scooters as well and have been working to find a place for them in the city. They have been good partners. More alternative mobility options = cleaner air...all for that!;https://twitter.com/slcmayor/status/1045464962552885249;2018-09-28 00:07:25
You placed your bet on the wrong horse. For every green biker you see on the street, there are dozens of people riding electric scooters. And remember those are voters. It should be easy math for a politician.;https://twitter.com/fredmertz624/status/1045463601413115904;2018-09-28 00:02:01
@RideUTA When will the Nov/Dec schedule changes be available on the RideUTA website?;https://twitter.com/bobk1701/status/1045463553212178433;2018-09-28 00:01:49
FR Update 5:56 pm: Expect 10-20 min delay between Clearfield-Salt Lake Central on SB FR trains and between Roy-Ogden on NB FR.;https://twitter.com/RideUTA/status/1045462327133384704;2018-09-27 23:56:57
Great! Thank you for riding and have a wonderful day! :);https://twitter.com/RideUTA/status/1045461152539570177;2018-09-27 23:52:17
Yes, with about 30 seconds to spare!;https://twitter.com/morganlew32/status/1045460988294647809;2018-09-27 23:51:37
Did you make it?;https://twitter.com/RideUTA/status/1045460783369474049;2018-09-27 23:50:49
TRAX Update 5:48 pm: Expect minor residual delays as trains return to normal schedule.;https://twitter.com/RideUTA/status/1045460300986810373;2018-09-27 23:48:54
I think they need to lower their fare until they get it together. This is more hassle and waste of time than it’s worth or what they charge.;https://twitter.com/lookin2bINSPRD/status/1045459171955462144;2018-09-27 23:44:24
Yeah sorry I meant the Provo station, not Orem;https://twitter.com/morganlew32/status/1045458782921228288;2018-09-27 23:42:52
NB frontrunner from the Provo Station. 10058;https://twitter.com/morganlew32/status/1045458640809775104;2018-09-27 23:42:18
FR Alert 5:42 pm: Expect 10-15 min delay between Layton-Ogden on NB FR and between Farmington-North Temple on SB FR due to signal issues.;https://twitter.com/RideUTA/status/1045458595100463104;2018-09-27 23:42:07
Which direction on FR and what is the vehicle #on your bus, please?;https://twitter.com/RideUTA/status/1045458280544391169;2018-09-27 23:40:52
@RideUTA would it be possible for the frontrunner to wait just a couple minutes at the Orem station for the SB 831 bus? We are running 10 minutes late;https://twitter.com/morganlew32/status/1045457684768518144;2018-09-27 23:38:30
FR Update 5:32 pm: Expect minor residual delays as trains return to normal schedule.;https://twitter.com/RideUTA/status/1045456191118282753;2018-09-27 23:32:34
TRAX Alert 5:23 pm: Expect 10-15 min delay between Murray Central-Draper Town Center on SB Blue due to door issues.;https://twitter.com/RideUTA/status/1045454008675168257;2018-09-27 23:23:53
And here is a picture of the 805 SB bus. Oh wait. There isn't one because the train was late.pic.twitter.com/zcxYqD6ubs;https://twitter.com/DrGTMarie/status/1045451003506520065;2018-09-27 23:11:57
Please contact our Customer Focus at 801-743-3882 (Option #5).;https://twitter.com/RideUTA/status/1045450725755670528;2018-09-27 23:10:51
Why #ditchyourcar? Unlike @rideuta, your car gets you there on time!;https://twitter.com/DrGTMarie/status/1045450461300502528;2018-09-27 23:09:48
Will do!;https://twitter.com/RideUTA/status/1045450174057844736;2018-09-27 23:08:39
Right? I'm getting sick of their BS excuses. I could have gotten on the Titanic back in 1912 and still have a better chance of being on time.;https://twitter.com/DrGTMarie/status/1045450105971589120;2018-09-27 23:08:23
@RideUTA please can hold 616 bus leaving ogden at 5:30 pm in case sb train comes tobogsenate. Just now leaving Layton station;https://twitter.com/sinistan/status/1045449348874522627;2018-09-27 23:05:22
#Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse #Excuse;https://twitter.com/DrGTMarie/status/1045447756704145408;2018-09-27 22:59:03
Do I get a voucher or something? I'd seriously have a better chance of being on time for something if I had taken the Titanic instead of the FrontRunner. :(;https://twitter.com/DrGTMarie/status/1045447627431538688;2018-09-27 22:58:32
FR Update 4:53 pm: Expect 10-25 min delay between Lehi-Provo on SB FR trains, and 10-15 min delay between Lehi-Salt Lake Central on NB FR trains.;https://twitter.com/RideUTA/status/1045446346495258624;2018-09-27 22:53:27
I'm so sorry! There will be some changes in Nov/Dec that will, hopefully, reflect the timing we are seeing on FrontRunner with some of the PTC additions in effect. Thank you for your feedback!;https://twitter.com/RideUTA/status/1045445997067939841;2018-09-27 22:52:03
#excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse;https://twitter.com/DrGTMarie/status/1045445849474424834;2018-09-27 22:51:28
#excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse;https://twitter.com/DrGTMarie/status/1045445690166411265;2018-09-27 22:50:50
#excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse;https://twitter.com/DrGTMarie/status/1045445662643380224;2018-09-27 22:50:44
#excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse;https://twitter.com/DrGTMarie/status/1045445360959741952;2018-09-27 22:49:32
#excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse #excuse;https://twitter.com/DrGTMarie/status/1045444672993157120;2018-09-27 22:46:48
This is nothing but a shitty excuse for UTA's inability to get people where they need to go on time.;https://twitter.com/DrGTMarie/status/1045444050860437504;2018-09-27 22:44:19
Oh, okay! That train just departed Farmington, on time.;https://twitter.com/RideUTA/status/1045443388638744576;2018-09-27 22:41:41
@RideUTA The delays are truly disappointing. Were we not experiencing significant delays on the FrontRunner, I'd be able to be home at 5:30 rather than 6 pm.;https://twitter.com/DrGTMarie/status/1045443311257833472;2018-09-27 22:41:23
FR Update 4:39 pm: Expect 10-25 min delay between Draper-Provo on SB FR trains.;https://twitter.com/RideUTA/status/1045442877776695296;2018-09-27 22:39:40
Murray SB usually catch the 5:21 train;https://twitter.com/rwsmith53/status/1045442608036638720;2018-09-27 22:38:35
Yes, one of the SB FR trains departed Draper 23 minutes delayed. I'll post another update after it's departure from Lehi.;https://twitter.com/RideUTA/status/1045441918782644225;2018-09-27 22:35:51
The next train(s). Which station are you waiting at and which direction are you going?;https://twitter.com/RideUTA/status/1045441260973162496;2018-09-27 22:33:14
Also it would be nice if there weren’t delays every day;https://twitter.com/schumann50/status/1045440803139551232;2018-09-27 22:31:25
Was closer to a 30 minute delay;https://twitter.com/schumann50/status/1045440565825785856;2018-09-27 22:30:28
FR Update 4:29 pm: Expect 15-20 min delay between Roy-Ogden on NB FR, and 10-20 min delay between South Jordan-Provo on SB FR trains.;https://twitter.com/RideUTA/status/1045440464265138179;2018-09-27 22:30:04
SB delay is actually closer to 25 minutes if you're south of Draper and wondering what's going on. Also online map does not show status if current SB train.;https://twitter.com/tml/status/1045440284140523520;2018-09-27 22:29:21
Thank you! I'll notify our facilities!;https://twitter.com/RideUTA/status/1045439082535571457;2018-09-27 22:24:35
"Is this now on all trains or just the ""next"" train?";https://twitter.com/rwsmith53/status/1045438769648660480;2018-09-27 22:23:20
Hello! One of our SB FR trains was experiencing mechanical issues and was swapped with a new train at Woods Cross, which affected an NB FR train and another SB FR train. We apologize for the inconvenience this may have caused!;https://twitter.com/RideUTA/status/1045438547182985217;2018-09-27 22:22:27
